511.75	 4.40473	 0.51733
409.4	 4.35128	 0.68144
341.167	 4.41354	 0.40528
292.429	 4.37642	 0.54939
255.875	 4.41544	 0.36169
227.444	 4.3883 	 0.49136
204.7	 4.41255	 0.35227
186.091	 4.38724	 0.46436
170.583	 4.405  	 0.34922
157.462	 4.38488	 0.44598
146.214	 4.4026 	 0.34303
136.467	 4.39341	 0.43336
127.938	 4.40551	 0.33542
120.412	 4.42767	 0.4126
113.722	 4.44625	 0.35148
107.737	 4.46643	 0.42527
102.35	 4.49734	 0.38875
97.4762	 4.50328	 0.47601
93.0455	 4.54163	 0.44414
89	 4.55245	 0.58367
85.2917	 4.50236	 0.58783
81.88	 4.46327	 0.64313
78.7308	 4.44358	 0.61805
75.8148	 4.40875	 0.6608
73.1071	 4.39212	 0.62594
70.5862	 4.36229	 0.64074
68.2333	 4.37984	 0.59301
66.0323	 4.36824	 0.62662
63.9688	 4.37446	 0.57734
62.0303	 4.38639	 0.5875
60.2059	 4.4263 	 0.5626
58.4857	 4.41988	 0.59903
56.8611	 4.44605	 0.54915
55.3243	 4.4751 	 0.56706
53.8684	 4.53417	 0.54248
52.4872	 4.55602	 0.59293
51.175	 4.60114	 0.55856
49.9268	 4.65714	 0.60245
48.7381	 4.72517	 0.61786
47.6047	 4.73554	 0.70407
46.5227	 4.755  	 0.68546
45.4889	 4.79547	 0.7184
44.5	 4.87036	 0.72151
43.5532	 4.89923	 0.79958
42.6458	 4.94882	 0.78407
41.7755	 5.01642	 0.83351
40.94	 5.12261	 0.85317
40.1373	 5.18159	 0.96817
39.3654	 5.2597 	 0.98066
38.6226	 5.37481	 1.10433
37.9074	 5.44801	 1.21774
37.2182	 5.47744	 1.35144
36.5536	 5.54816	 1.42916
35.9123	 5.59759	 1.55884
35.2931	 5.7059 	 1.66374
34.6949	 5.74747	 1.84016
34.1167	 5.87451	 1.95649
33.5574	 5.94461	 2.21049
33.0161	 6.05161	 2.39491
32.4921	 6.13903	 2.72716
31.9844	 6.21557	 3.08742
31.4923	 6.13555	 3.57564
31.0152	 5.97092	 4.00796
30.5522	 5.66461	 4.42374
30.1029	 5.31725	 4.8058
29.6667	 4.77303	 5.03206
29.2429	 4.36164	 5.11267
28.831	 3.93199	 5.14025
28.4306	 3.58551	 5.15367
28.0411	 3.19193	 5.10069
27.6622	 2.8878 	 5.03282
27.2933	 2.55573	 4.93209
26.9342	 2.26065	 4.80737
26.5844	 2.00026	 4.60806
26.2436	 1.81488	 4.45688
25.9114	 1.61171	 4.27924
25.5875	 1.45012	 4.1058
25.2716	 1.3169 	 3.9003
24.9634	 1.23034	 3.74482
24.6626	 1.12783	 3.57956
24.369	 1.05412	 3.42537
24.0824	 0.99424	 3.26365
23.8023	 0.95568	 3.13821
23.5287	 0.90313	 3.00762
23.2614	 0.8686 	 2.88625
23	 0.83996	 2.76821
22.7444	 0.81221	 2.67484
22.4945	 0.77295	 2.56921
22.25	 0.74616	 2.47072
22.0108	 0.71987	 2.37121
21.7766	 0.69382	 2.28643
21.5474	 0.65831	 2.18856
21.3229	 0.63466	 2.09184
21.1031	 0.61268	 1.99307
20.8878	 0.59344	 1.89976
20.6768	 0.57524	 1.79632
20.47	 0.56953	 1.69705
20.2673	 0.56712	 1.59854
20.0686	 0.56933	 1.50547
19.8738	 0.57552	 1.40925
19.6827	 0.59002	 1.32142
19.4952	 0.60416	 1.23652
19.3113	 0.61924	 1.15666
19.1308	 0.63516	 1.07277
18.9537	 0.65765	 0.9948
18.7798	 0.67838	 0.91568
18.6091	 0.70643	 0.83923
18.4414	 0.73361	 0.76339
18.2768	 0.76984	 0.68768
18.115	 0.80902	 0.61884
17.9561	 0.85   	 0.5523
17.8	 0.89391	 0.48769
17.6466	 0.94134	 0.42528
17.4957	 0.99373	 0.36113
17.3475	 1.0624 	 0.3005
17.2017	 1.1421 	 0.25867
17.0583	 1.22012	 0.23664
16.9174	 1.28937	 0.2296
16.7787	 1.34673	 0.22939
16.6423	 1.39868	 0.23254
16.5081	 1.44051	 0.24316
16.376	 1.47317	 0.24998
16.246	 1.50232	 0.26073
16.1181	 1.51983	 0.26758
15.9922	 1.5389 	 0.27315
15.8682	 1.54257	 0.28102
15.7462	 1.541  	 0.26729
15.626	 1.55688	 0.24807
15.5076	 1.57231	 0.24257
15.391	 1.57319	 0.22727
15.2761	 1.58812	 0.19379
15.163	 1.62649	 0.17019
15.0515	 1.66097	 0.17312
14.9416	 1.6742 	 0.17327
14.8333	 1.69029	 0.16391
14.7266	 1.70956	 0.15371
14.6214	 1.73226	 0.14964
14.5177	 1.74744	 0.144
14.4155	 1.77026	 0.13889
14.3147	 1.78571	 0.13706
14.2153	 1.80742	 0.13461
14.1172	 1.81902	 0.13663
14.0205	 1.83814	 0.13277
13.9252	 1.84786	 0.1395
13.8311	 1.85666	 0.13248
13.7383	 1.86874	 0.12687
13.6467	 1.89355	 0.11891
13.5563	 1.91219	 0.1365
13.4671	 1.91103	 0.1401
13.3791	 1.91714	 0.13702
13.2922	 1.92787	 0.13096
13.2065	 1.94229	 0.13423
13.1218	 1.94942	 0.13806
13.0382	 1.95235	 0.14165
12.9557	 1.95513	 0.13497
12.8742	 1.96623	 0.13466
12.7937	 1.96655	 0.13366
12.7143	 1.97496	 0.12281
12.6358	 1.99136	 0.1223
12.5583	 1.99782	 0.12959
12.4817	 1.99506	 0.12799
12.4061	 2.00072	 0.11413
12.3313	 2.0212 	 0.10871
12.2575	 2.03578	 0.11657
12.1845	 2.04223	 0.12533
12.1124	 2.04276	 0.13073
12.0412	 2.04144	 0.13275
11.9708	 2.03958	 0.12533
11.9012	 2.05123	 0.12088
11.8324	 2.05347	 0.12372
11.7644	 2.05871	 0.11879
11.6971	 2.06458	 0.11837
11.6307	 2.07208	 0.11805
11.565	 2.07367	 0.12078
11.5	 2.07741	 0.11738
11.4358	 2.08031	 0.11779
11.3722	 2.08333	 0.11344
11.3094	 2.08952	 0.11042
11.2473	 2.09666	 0.1106
11.1858	 2.09951	 0.11008
11.125	 2.10668	 0.10986
11.0649	 2.10818	 0.11038
11.0054	 2.11562	 0.11029
10.9465	 2.11445	 0.11279
10.8883	 2.12004	 0.11063
10.8307	 2.11596	 0.1129
10.7737	 2.12085	 0.10194
10.7173	 2.12782	 0.1042
10.6615	 2.1318 	 0.10156
10.6062	 2.13479	 0.10245
10.5515	 2.14121	 0.09807
10.4974	 2.14691	 0.10341
10.4439	 2.14758	 0.1039
10.3909	 2.14722	 0.1049
10.3384	 2.14766	 0.09936
10.2864	 2.15335	 0.09399
10.235	 2.1652 	 0.09461
10.1841	 2.16575	 0.102
10.1337	 2.16758	 0.1008
10.0837	 2.1653 	 0.10205
10.0343	 2.17143	 0.09397
