        1060     6.0    3.2
     0.200000     0.214518
     0.223361     0.196466
     0.249451     0.179996
     0.278589     0.164770
     0.311129     0.140270
     0.347471     0.101850
     0.388058    0.0773358
     0.433385    0.0591682
     0.484008    0.0456809
     0.540542    0.0365750
     0.603681    0.0309337
     0.674195    0.0245506
     0.752945    0.0201809
     0.840893    0.0183905
     0.939115    0.0157196
      1.04881    0.0141773
      1.17132    0.0139906
      1.30813    0.0143052
      1.46093    0.0161765
      1.63158    0.0174011
      1.82215    0.0201377
      2.03499    0.0250156
      2.27269    0.0311026
      2.53816    0.0427021
      2.83463    0.0547731
      3.16573    0.0715118
      3.53551    0.0892837
      3.94847     0.117739
      4.40968     0.159603
      4.92476     0.211145
      5.50000     0.284673
      5.51093     0.285908
      5.52189     0.287373
      5.53287     0.289085
      5.54387     0.291025
      5.55489     0.293166
      5.56593     0.295454
      5.57700     0.297935
      5.58809     0.300638
      5.59920     0.303598
      5.61033     0.306779
      5.62148     0.310122
      5.63266     0.313566
      5.64386     0.317065
      5.65508     0.320621
      5.66632     0.324219
      5.67759     0.327841
      5.68887     0.331456
      5.70018     0.335033
      5.71151     0.338547
      5.72287     0.341974
      5.73425     0.345300
      5.74565     0.348509
      5.75707     0.351588
      5.76852     0.354530
      5.77998     0.357329
      5.79148     0.359974
      5.80299     0.362465
      5.81453     0.364817
      5.82609     0.367043
      5.83767     0.369161
      5.84928     0.371162
      5.86090     0.373039
      5.87256     0.374775
      5.88423     0.376373
      5.89593     0.377870
      5.90765     0.379294
      5.91940     0.380692
      5.93116     0.382044
      5.94296     0.383328
      5.95477     0.384514
      5.96661     0.385592
      5.97847     0.386640
      5.99036     0.387716
      6.00227     0.388890
      6.01420     0.390166
      6.02616     0.391538
      6.03814     0.393006
      6.05014     0.394567
      6.06217     0.396262
      6.07422     0.398109
      6.08630     0.400117
      6.09840     0.402295
      6.11052     0.404673
      6.12267     0.407272
      6.13484     0.410118
      6.14704     0.413202
      6.15926     0.416501
      6.17151     0.419993
      6.18378     0.423629
      6.19607     0.427439
      6.20839     0.431431
      6.22073     0.435610
      6.23310     0.439965
      6.24549     0.444474
      6.25791     0.449116
      6.27035     0.453864
      6.28281     0.458701
      6.29530     0.463595
      6.30782     0.468507
      6.32036     0.473382
      6.33293     0.478214
      6.34552     0.483011
      6.35813     0.487773
      6.37077     0.492504
      6.38344     0.497177
      6.39613     0.501767
      6.40884     0.506251
      6.42159     0.510589
      6.43435     0.514801
      6.44715     0.518891
      6.45996     0.522863
      6.47281     0.526718
      6.48567     0.530455
      6.49857     0.534069
      6.51149     0.537557
      6.52443     0.540912
      6.53741     0.544157
      6.55040     0.547302
      6.56343     0.550359
      6.57647     0.553333
      6.58955     0.556245
      6.60265     0.559110
      6.61578     0.561941
      6.62893     0.564746
      6.64211     0.567553
      6.65531     0.570378
      6.66854     0.573237
      6.68180     0.576143
      6.69509     0.579116
      6.70840     0.582166
      6.72173     0.585299
      6.73510     0.588510
      6.74849     0.591840
      6.76190     0.595312
      6.77535     0.598947
      6.78882     0.602757
      6.80231     0.606743
      6.81584     0.610902
      6.82939     0.615227
      6.84296     0.619689
      6.85657     0.624317
      6.87020     0.629109
      6.88386     0.634064
      6.89754     0.639157
      6.91126     0.644398
      6.92500     0.649791
      6.93877     0.655334
      6.95256     0.661019
      6.96638     0.666837
      6.98023     0.672769
      6.99411     0.678793
      7.00801     0.684865
      7.02195     0.690971
      7.03591     0.697133
      7.04989     0.703349
      7.06391     0.709620
      7.07795     0.715930
      7.09203     0.722272
      7.10613     0.728630
      7.12025     0.734986
      7.13441     0.741298
      7.14859     0.747590
      7.16281     0.753859
      7.17705     0.760103
      7.19131     0.766304
      7.20561     0.772466
      7.21994     0.778594
      7.23429     0.784688
      7.24867     0.790739
      7.26308     0.796737
      7.27752     0.802706
      7.29199     0.808649
      7.30649     0.814574
      7.32101     0.820463
      7.33557     0.826340
      7.35015     0.832215
      7.36477     0.838095
      7.37941     0.843974
      7.39408     0.849852
      7.40878     0.855755
      7.42351     0.861690
      7.43827     0.867665
      7.45305     0.873661
      7.46787     0.879706
      7.48272     0.885803
      7.49760     0.891953
      7.51250     0.898139
      7.52744     0.904360
      7.54240     0.910642
      7.55740     0.916990
      7.57242     0.923410
      7.58748     0.929874
      7.60256     0.936405
      7.61768     0.943010
      7.63282     0.949690
      7.64800     0.956436
      7.66320     0.963230
      7.67844     0.970091
      7.69370     0.977012
      7.70900     0.983986
      7.72432     0.990974
      7.73968     0.997987
      7.75507      1.00504
      7.77048      1.01213
      7.78593      1.01926
      7.80141      1.02639
      7.81692      1.03354
      7.83246      1.04072
      7.84803      1.04791
      7.86364      1.05511
      7.87927      1.06228
      7.89494      1.06946
      7.91063      1.07663
      7.92636      1.08380
      7.94212      1.09094
      7.95791      1.09805
      7.97373      1.10513
      7.98958      1.11220
      8.00546      1.11925
      8.02138      1.12625
      8.03733      1.13321
      8.05331      1.14014
      8.06932      1.14704
      8.08536      1.15390
      8.10143      1.16069
      8.11754      1.16744
      8.13368      1.17414
      8.14985      1.18080
      8.16605      1.18742
      8.18229      1.19396
      8.19855      1.20045
      8.21485      1.20688
      8.23118      1.21327
      8.24755      1.21961
      8.26395      1.22585
      8.28037      1.23203
      8.29684      1.23814
      8.31333      1.24421
      8.32986      1.25022
      8.34642      1.25611
      8.36301      1.26193
      8.37964      1.26769
      8.39630      1.27339
      8.41299      1.27903
      8.42972      1.28455
      8.44648      1.28999
      8.46327      1.29536
      8.48009      1.30066
      8.49695      1.30591
      8.51385      1.31103
