	wav	flux
817	2.1042099999999997	0.13121
818	2.10475	0.13068
819	2.10528	0.13022999999999998
820	2.10582	0.12993
821	2.10635	0.12980999999999998
822	2.10689	0.1297
823	2.10743	0.12972999999999998
824	2.10796	0.12976
825	2.1085	0.12969
826	2.1090299999999997	0.13009
827	2.10957	0.13055
828	2.1101	0.1307
829	2.11064	0.13051
830	2.11118	0.12955999999999998
831	2.11171	0.12897999999999998
832	2.11225	0.12907000000000002
833	2.11278	0.12925999999999999
834	2.11332	0.12955999999999998
835	2.11385	0.12971
836	2.11439	0.1299
837	2.1149299999999998	0.13021
838	2.1154599999999997	0.12989
839	2.116	0.12985
840	2.11653	0.1295
841	2.11707	0.12859
842	2.1176	0.12853
843	2.1181400000000004	0.12855999999999998
844	2.11868	0.1286
845	2.11921	0.12849000000000002
846	2.11975	0.12816
847	2.1202799999999997	0.12816
848	2.12082	0.12855999999999998
849	2.12135	0.12891
850	2.12189	0.12874000000000002
851	2.12243	0.12844
852	2.12296	0.12838
853	2.1235	0.12829000000000002
854	2.12403	0.12813
855	2.1245700000000003	0.12807000000000002
856	2.1251	0.12825
857	2.12564	0.12827
858	2.1261799999999997	0.12791
859	2.1267099999999997	0.12759
860	2.12725	0.12724000000000002
861	2.12778	0.12753
862	2.12832	0.12821
863	2.12885	0.12767
864	2.1293900000000003	0.12671
865	2.12993	0.12672
866	2.13046	0.12685
867	2.131	0.12677
868	2.13153	0.12682000000000002
869	2.13207	0.12712
870	2.1326	0.12733
871	2.13314	0.12708
872	2.13368	0.12717
873	2.13421	0.12765
874	2.13475	0.12743
875	2.13528	0.12705999999999998
876	2.1358200000000003	0.12716
877	2.13635	0.12725999999999998
878	2.13689	0.12711
879	2.1374299999999997	0.12717
880	2.1379599999999996	0.12719
881	2.1385	0.12693
882	2.13903	0.12636
883	2.13957	0.1261
884	2.1401	0.12677
885	2.1406400000000003	0.12739
886	2.14118	0.12732000000000002
887	2.14171	0.12691
888	2.14225	0.1264
889	2.14278	0.12625999999999998
890	2.14332	0.12641
891	2.14385	0.12635
892	2.14439	0.1261
893	2.14492	0.12572
894	2.14546	0.12538
895	2.146	0.12517
896	2.14653	0.1254
897	2.1470700000000003	0.12598
898	2.1476	0.12608
899	2.14814	0.12602
900	2.14867	0.1261
901	2.14921	0.12592
902	2.14975	0.12529
903	2.15028	0.12462000000000001
904	2.15082	0.12445999999999999
905	2.15135	0.12440999999999999
906	2.1518900000000003	0.12427
907	2.15242	0.12420999999999999
908	2.1529599999999998	0.12407
909	2.1535	0.12423
910	2.15403	0.12483
911	2.15457	0.12541
912	2.1551	0.12533
913	2.15564	0.1245
914	2.15617	0.12393
915	2.15671	0.12355999999999999
916	2.15725	0.12297000000000001
917	2.15778	0.12322999999999999
918	2.1583200000000002	0.12409
919	2.15885	0.12408
920	2.15939	0.12377
921	2.15992	0.12407
922	2.16046	0.12408
923	2.161	0.12328
924	2.16153	0.12257
925	2.16207	0.1225
926	2.1626	0.12276
927	2.1631400000000003	0.12277
928	2.16367	0.12284
929	2.1642099999999997	0.12315999999999999
930	2.16475	0.12324
931	2.16528	0.12343
932	2.16582	0.12354000000000001
933	2.16635	0.12315999999999999
934	2.16689	0.123
935	2.16742	0.12319000000000001
936	2.16796	0.12297000000000001
937	2.1685	0.12275
938	2.16903	0.12322000000000001
939	2.16957	0.12318
940	2.1701	0.12217
941	2.17064	0.12197000000000001
942	2.17117	0.12267
943	2.17171	0.12285
944	2.17225	0.12265999999999999
945	2.17278	0.12247999999999999
946	2.17332	0.12212999999999999
947	2.17385	0.12180999999999999
948	2.1743900000000003	0.12186
949	2.17492	0.12209
950	2.1754599999999997	0.12204000000000001
951	2.176	0.12172999999999999
952	2.17653	0.12161
953	2.17707	0.12178
954	2.1776	0.12195
955	2.17814	0.12212999999999999
956	2.17867	0.12214000000000001
957	2.17921	0.12177
