        1100	0.1	2.21
	
     0.100000 -8.83487e-16  
     0.108345      0.00000  
     0.117386 -1.76697e-15  
     0.127181 -8.83487e-16  
     0.137794      0.00000  
     0.149292 -4.41744e-16  
     0.161750      0.00000  
     0.175247  4.41744e-16  
     0.189871      0.00000  
     0.205715  4.41744e-16  
     0.222881      0.00000  
     0.241479      0.00000  
     0.261630 -4.41744e-16  
     0.283462      0.00000  
     0.307115      0.00000  
     0.332743      0.00000  
     0.360509  8.83487e-16  
     0.390592      0.00000  
     0.423185      0.00000  
     0.458498     -0.00000  
     0.496758     -0.00000  
     0.538211     -0.00000  
     0.583122     -0.00000  
     0.631781     -0.00000  
     0.684501     -0.00000  
     0.741620     -0.00000  
     0.803505     -0.00000  
     0.870554     -0.00000  
     0.943199     -0.00000  
      1.02190  3.25911e-10  
      1.10718  1.44619e-09  
      1.19957  5.80634e-09  
      1.29967  2.33976e-08  
      1.40812  9.48458e-08  
      1.52562  3.87066e-07  
      1.65293  1.58983e-06  
      1.79086  6.56546e-06  
      1.94030  2.72124e-05  
      2.10221  0.000112866  
      2.27763  0.000465744  
      2.46769   0.00188871  
      2.67361   0.00760552  
      2.89671    0.0292700  
      3.13843    0.0783087  
      3.40032     0.423482  
      3.68406     0.809376  
      3.99148     0.395931  
      4.32455     0.174338  
      4.68542    0.0775995  
      5.07640    0.0346010  
      5.50000    0.0154213  
      5.51093    0.0151154  
      5.52189    0.0148156  
      5.53287    0.0145217  
      5.54387    0.0142336  
      5.55489    0.0139513  
      5.56593    0.0136745  
      5.57700    0.0134032  
      5.58809    0.0131373  
      5.59920    0.0128767  
      5.61033    0.0126212  
      5.62148    0.0123708  
      5.63266    0.0121254  
      5.64386    0.0118848  
      5.65508    0.0116490  
      5.66632    0.0114179  
      5.67759    0.0111913  
      5.68887    0.0109693  
      5.70018    0.0107516  
      5.71151    0.0105383  
      5.72287    0.0103292  
      5.73425    0.0101242  
      5.74565   0.00992329  
      5.75707   0.00972636  
      5.76852   0.00953335  
      5.77998   0.00934415  
      5.79148   0.00915871  
      5.80299   0.00897695  
      5.81453   0.00879879  
      5.82609   0.00862416  
      5.83767   0.00845300  
      5.84928   0.00828523  
      5.86090   0.00812078  
      5.87256   0.00795960  
      5.88423   0.00780162  
      5.89593   0.00764676  
      5.90765   0.00749498  
      5.91940   0.00734621  
      5.93116   0.00720039  
      5.94296   0.00705746  
      5.95477   0.00691736  
      5.96661   0.00678005  
      5.97847   0.00664545  
      5.99036   0.00651353  
      6.00227   0.00638422  
      6.01420   0.00625748  
      6.02616   0.00613326  
      6.03814   0.00601149  
      6.05014   0.00589214  
      6.06217   0.00577516  
      6.07422   0.00566050  
      6.08630   0.00554812  
      6.09840   0.00543796  
      6.11052   0.00532999  
      6.12267   0.00522417  
      6.13484   0.00512044  
      6.14704   0.00501877  
      6.15926   0.00491912  
      6.17151   0.00482144  
      6.18378   0.00472570  
      6.19607   0.00463186  
      6.20839   0.00453989  
      6.22073   0.00444974  
      6.23310   0.00436137  
      6.24549   0.00427477  
      6.25791   0.00418988  
      6.27035   0.00410667  
      6.28281   0.00402512  
      6.29530   0.00394518  
      6.30782   0.00386683  
      6.32036   0.00379004  
      6.33293   0.00371477  
      6.34552   0.00364099  
      6.35813   0.00356868  
      6.37077   0.00349780  
      6.38344   0.00342833  
      6.39613   0.00336024  
      6.40885   0.00329350  
      6.42159   0.00322809  
      6.43435   0.00316397  
      6.44715   0.00310113  
      6.45996   0.00303953  
      6.47281   0.00297916  
      6.48567   0.00291998  
      6.49857   0.00286198  
      6.51149   0.00280514  
      6.52443   0.00274942  
      6.53741   0.00269480  
      6.55040   0.00264127  
      6.56343   0.00258881  
      6.57647   0.00253738  
      6.58955   0.00248698  
      6.60265   0.00243757  
      6.61578   0.00238915  
      6.62893   0.00234169  
      6.64211   0.00229517  
      6.65531   0.00224957  
      6.66854   0.00220488  
      6.68180   0.00215182  
      6.69509   0.00210560  
      6.70840   0.00209298  
      6.72173   0.00210716  
      6.73510   0.00212595  
      6.74849   0.00213937  
      6.76190   0.00215263  
      6.77535   0.00216820  
      6.78882   0.00218441  
      6.80231   0.00220037  
      6.81584   0.00221638  
      6.82939   0.00223238  
      6.84296   0.00224781  
      6.85657   0.00226263  
      6.87020   0.00227744  
      6.88386   0.00229218  
      6.89754   0.00230593  
      6.91126   0.00231827  
      6.92500   0.00232957  
      6.93877   0.00234010  
      6.95256   0.00234989  
      6.96638   0.00235847  
      6.98023   0.00236454  
      6.99411   0.00236792  
      7.00801   0.00237068  
      7.02195   0.00237047  
      7.03591   0.00235386  
      7.04990   0.00233278  
      7.06391   0.00239690  
      7.07795   0.00261097  
      7.09203   0.00284530  
      7.10613   0.00293458  
      7.12025   0.00299477  
      7.13441   0.00321024  
      7.14859   0.00349780  
      7.16281   0.00364995  
      7.17705   0.00376528  
      7.19131   0.00411688  
      7.20561   0.00438167  
      7.21994   0.00375668  
      7.23429   0.00269791  
      7.24867   0.00212444  
      7.26308   0.00205740  
      7.27752   0.00217423  
      7.29199   0.00231856  
      7.30649   0.00261175  
      7.32102   0.00316977  
      7.33557   0.00368197  
      7.35015   0.00365911  
      7.36477   0.00334386  
      7.37941   0.00317118  
      7.39408   0.00317623  
      7.40878   0.00324114  
      7.42351   0.00331085  
      7.43827   0.00338051  
      7.45306   0.00345972  
      7.46787   0.00357834  
      7.48272   0.00376583  
      7.49760   0.00404204  
      7.51250   0.00440255  
      7.52744   0.00469322  
      7.54240   0.00470970  
      7.55740   0.00452133  
      7.57242   0.00433702  
      7.58748   0.00423666  
      7.60256   0.00419532  
      7.61768   0.00421975  
      7.63282   0.00437914  
      7.64800   0.00474177  
      7.66320   0.00529732  
      7.67844   0.00601115  
      7.69370   0.00685151  
      7.70900   0.00777587  
      7.72432   0.00877307  
      7.73968   0.00989258  
      7.75507    0.0111829  
      7.77048    0.0126454  
      7.78593    0.0142807  
      7.80141    0.0161733  
      7.81692    0.0184738  
      7.83246    0.0213545  
      7.84803    0.0250250  
      7.86364    0.0297015  
      7.87927    0.0355128  
      7.89494    0.0425325  
      7.91063    0.0507384  
      7.92636    0.0599545  
      7.94212    0.0698805  
      7.95791    0.0800608  
      7.97373    0.0899322  
      7.98958    0.0989735  
      8.00546     0.106726  
      8.02138     0.112978  
      8.03733     0.117743  
      8.05331     0.121240  
      8.06932     0.123786  
      8.08536     0.125657  
      8.10143     0.127053  
      8.11754     0.128152  
      8.13368     0.129105  
      8.14985     0.130027  
      8.16605     0.130996  
      8.18229     0.132061  
      8.19855     0.133243  
      8.21485     0.134554  
      8.23118     0.136008  
      8.24755     0.137604  
      8.26395     0.139313  
      8.28038     0.141104  
      8.29684     0.142954  
      8.31333     0.144847  
      8.32986     0.146809  
      8.34642     0.148906  
      8.36301     0.151183  
      8.37964     0.153620  
      8.39630     0.156184  
      8.41299     0.158856  
      8.42972     0.161627  
      8.44648     0.164527  
      8.46327     0.167656  
      8.48010     0.171131  
      8.49695     0.174985  
      8.51385     0.179202  
      8.53077     0.183763  
      8.54773     0.188668  
      8.56473     0.193947  
      8.58175     0.199770  
      8.59882     0.206407  
      8.61591     0.214122  
      8.63304     0.223102  
