        1060
     0.100000      1.20032      1.12288
     0.114291      1.26172      1.30938
     0.130624      1.31065      1.56545
     0.149292      1.32786      1.73453
     0.170627      1.37188      1.75193
     0.195012      1.41724      1.70870
     0.222881      1.43557      1.57453
     0.254733      1.42854      1.63505
     0.291137      1.38414      1.69593
     0.332743      1.18371      1.72535
     0.380295      1.01539      1.75318
     0.434643     0.771134      1.43954
     0.496758     0.455678     0.982612
     0.567750     0.273704     0.640582
     0.648887     0.178629     0.396831
     0.741620     0.129325     0.234873
     0.847605     0.106348     0.136719
     0.968736    0.0956462    0.0798349
      1.10718    0.0872323    0.0475133
      1.26541    0.0716641    0.0286779
      1.44624    0.0519866    0.0171958
      1.65293    0.0342829    0.0101782
      1.88915    0.0213592   0.00597440
      2.15913    0.0120841   0.00347634
      2.46769   0.00667365   0.00200369
      2.82035   0.00463647   0.00115651
      3.22340   0.00360227  0.000663450
      3.68406   0.00279457  0.000379891
      4.21055   0.00222903  0.000217150
      4.81228   0.00195595  0.000121684
      5.50000   0.00190424  6.66221e-05
      5.51093   0.00190115  6.59915e-05
      5.52189   0.00189806  6.53668e-05
      5.53287   0.00189497  6.47477e-05
      5.54387   0.00189187  6.41350e-05
      5.55489   0.00188878  6.35277e-05
      5.56593   0.00188571  6.29257e-05
      5.57700   0.00188263  6.23293e-05
      5.58809   0.00187957  6.17391e-05
      5.59920   0.00187648  6.11543e-05
      5.61033   0.00187343  6.05750e-05
      5.62148   0.00187039  6.00001e-05
      5.63266   0.00186735  5.94312e-05
      5.64386   0.00186428  5.88687e-05
      5.65508   0.00186124  5.83100e-05
      5.66632   0.00185820  5.77575e-05
      5.67759   0.00185516  5.72097e-05
      5.68887   0.00185214  5.66669e-05
      5.70018   0.00184913  5.61284e-05
      5.71151   0.00184612  5.55961e-05
      5.72287   0.00184312  5.50683e-05
      5.73425   0.00184009  5.45454e-05
      5.74565   0.00183710  5.40276e-05
      5.75707   0.00183409  5.35152e-05
      5.76852   0.00183110  5.30073e-05
      5.77998   0.00182811  5.25034e-05
      5.79148   0.00182512  5.20051e-05
      5.80299   0.00182216  5.15106e-05
      5.81453   0.00181918  5.10214e-05
      5.82609   0.00181621  5.05360e-05
      5.83767   0.00181323  5.00564e-05
      5.84928   0.00181027  4.95804e-05
      5.86090   0.00180730  4.91092e-05
      5.87256   0.00180437  4.86420e-05
      5.88423   0.00180142  4.81794e-05
      5.89593   0.00179846  4.77215e-05
      5.90765   0.00179554  4.72669e-05
      5.91940   0.00179259  4.68180e-05
      5.93116   0.00178970  4.63715e-05
      5.94296   0.00178676  4.59310e-05
      5.95477   0.00178383  4.54938e-05
      5.96661   0.00178092  4.50606e-05
      5.97847   0.00177801  4.46317e-05
      5.99036   0.00177510  4.42061e-05
      6.00227   0.00177223  4.37828e-05
      6.01420   0.00176953  4.33507e-05
      6.02616   0.00176681  4.29235e-05
      6.03814   0.00176412  4.24996e-05
      6.05014   0.00176143  4.20811e-05
      6.06217   0.00175871  4.16659e-05
      6.07422   0.00175604  4.12543e-05
      6.08630   0.00175338  4.08466e-05
      6.09840   0.00175069  4.04436e-05
      6.11052   0.00174799  4.00446e-05
      6.12267   0.00174533  3.96484e-05
      6.13484   0.00174264  3.92570e-05
      6.14704   0.00174000  3.88685e-05
      6.15926   0.00173732  3.84846e-05
      6.17151   0.00173466  3.81042e-05
      6.18378   0.00173199  3.77279e-05
      6.19607   0.00172934  3.73541e-05
      6.20839   0.00172669  3.69844e-05
      6.22073   0.00172404  3.66185e-05
      6.23310   0.00172139  3.62568e-05
      6.24549   0.00171874  3.58977e-05
      6.25791   0.00171611  3.55424e-05
      6.27035   0.00171351  3.51895e-05
      6.28281   0.00171087  3.48408e-05
      6.29530   0.00170824  3.44957e-05
      6.30782   0.00170563  3.41538e-05
      6.32036   0.00170299  3.38160e-05
      6.33293   0.00170039  3.34799e-05
      6.34552   0.00169778  3.31478e-05
      6.35813   0.00169517  3.28193e-05
      6.37077   0.00169256  3.24934e-05
      6.38344   0.00168997  3.21709e-05
      6.39613   0.00168736  3.18518e-05
      6.40885   0.00168475  3.15359e-05
      6.42159   0.00168219  3.12221e-05
      6.43435   0.00167957  3.09127e-05
      6.44715   0.00167699  3.06058e-05
      6.45996   0.00167442  3.03016e-05
      6.47281   0.00167184  3.00004e-05
      6.48567   0.00166927  2.97022e-05
      6.49857   0.00166670  2.94065e-05
      6.51149   0.00166795  2.90842e-05
      6.52443   0.00166974  2.87606e-05
      6.53741   0.00167146  2.84418e-05
      6.55040   0.00167324  2.81252e-05
      6.56343   0.00167500  2.78123e-05
      6.57647   0.00167675  2.75028e-05
      6.58955   0.00167851  2.71967e-05
      6.60265   0.00168025  2.68942e-05
      6.61578   0.00168198  2.65950e-05
      6.62893   0.00168374  2.62983e-05
      6.64211   0.00168552  2.60045e-05
      6.65531   0.00168727  2.57145e-05
      6.66854   0.00168902  2.54272e-05
      6.68180   0.00169079  2.51431e-05
      6.69509   0.00169254  2.48625e-05
      6.70840   0.00169427  2.45848e-05
      6.72173   0.00169606  2.43088e-05
      6.73510   0.00169780  2.40369e-05
      6.74849   0.00169957  2.37674e-05
      6.76190   0.00170131  2.35017e-05
      6.77535   0.00170306  2.32381e-05
      6.78882   0.00170484  2.29769e-05
      6.80231   0.00170658  2.27196e-05
      6.81584   0.00170835  2.24640e-05
      6.82939   0.00171008  2.22123e-05
      6.84296   0.00171183  2.19625e-05
      6.85657   0.00171362  2.17147e-05
      6.87020   0.00171538  2.14703e-05
      6.88386   0.00171712  2.12291e-05
      6.89754   0.00171886  2.09900e-05
      6.91126   0.00172065  2.07526e-05
      6.92500   0.00172240  2.05188e-05
      6.93877   0.00172415  2.02877e-05
      6.95256   0.00172593  2.00581e-05
      6.96638   0.00172766  1.98315e-05
      6.98023   0.00172942  1.96073e-05
      6.99411   0.00173117  1.93858e-05
      7.00801   0.00173513  1.91519e-05
      7.02195   0.00174071  1.89109e-05
      7.03591   0.00174628  1.86730e-05
      7.04990   0.00175192  1.84368e-05
      7.06391   0.00175752  1.82042e-05
      7.07795   0.00176315  1.79741e-05
      7.09203   0.00176878  1.77470e-05
      7.10613   0.00177447  1.75220e-05
      7.12025   0.00178014  1.72999e-05
      7.13441   0.00178581  1.70804e-05
      7.14859   0.00179154  1.68632e-05
      7.16281   0.00179727  1.66489e-05
      7.17705   0.00180297  1.64375e-05
      7.19131   0.00180874  1.62276e-05
      7.20561   0.00181450  1.60208e-05
      7.21994   0.00182027  1.58164e-05
      7.23429   0.00182607  1.56143e-05
      7.24867   0.00183186  1.54148e-05
      7.26308   0.00183767  1.52178e-05
      7.27752   0.00184351  1.50228e-05
      7.29199   0.00184936  1.48301e-05
      7.30649   0.00185526  1.46390e-05
      7.32102   0.00186110  1.44512e-05
      7.33557   0.00186700  1.42652e-05
