36920	0.1 	3.33
1.66655e+00	2.73330e-01
1.66708e+00	2.73580e-01
1.66762e+00	2.78900e-01
1.66816e+00	2.75590e-01
1.66869e+00	2.69370e-01
1.66923e+00	2.73010e-01
1.66976e+00	2.71930e-01
1.67030e+00	2.70080e-01
1.67083e+00	2.73960e-01
1.67137e+00	2.76430e-01
1.67191e+00	2.73320e-01
1.67244e+00	2.69210e-01
1.67298e+00	2.68090e-01
1.67351e+00	2.68140e-01
1.67405e+00	2.70150e-01
1.67458e+00	2.69790e-01
1.67512e+00	2.68010e-01
1.67566e+00	2.68460e-01
1.67619e+00	2.66010e-01
1.67673e+00	2.67120e-01
1.67726e+00	2.68080e-01
1.67780e+00	2.71830e-01
1.67833e+00	2.71420e-01
1.67887e+00	2.64480e-01
1.67941e+00	2.65080e-01
1.67994e+00	2.64280e-01
1.68048e+00	2.64590e-01
1.68101e+00	2.65180e-01
1.68155e+00	2.65070e-01
1.68208e+00	2.64140e-01
1.68262e+00	2.60090e-01
1.68316e+00	2.61270e-01
1.68369e+00	2.64460e-01
1.68423e+00	2.67870e-01
1.68476e+00	2.64900e-01
1.68530e+00	2.64190e-01
1.68583e+00	2.61620e-01
1.68637e+00	2.64180e-01
1.68691e+00	2.64760e-01
1.68744e+00	2.63890e-01
1.68798e+00	2.62030e-01
1.68851e+00	2.62800e-01
1.68905e+00	2.60920e-01
1.68958e+00	2.60700e-01
1.69012e+00	2.56040e-01
1.69066e+00	2.59220e-01
1.69119e+00	2.59720e-01
1.69173e+00	2.60970e-01
1.69226e+00	2.60980e-01
1.69280e+00	2.61270e-01
1.69333e+00	2.60990e-01
1.69387e+00	2.60920e-01
1.69440e+00	2.57970e-01
1.69494e+00	2.61400e-01
1.69548e+00	2.59250e-01
1.69601e+00	2.58850e-01
1.69655e+00	2.58710e-01
1.69708e+00	2.58220e-01
1.69762e+00	2.56980e-01
1.69815e+00	2.59780e-01
1.69869e+00	2.57570e-01
1.69923e+00	2.57770e-01
1.69976e+00	2.56180e-01
1.70030e+00	2.53750e-01
1.70083e+00	2.54930e-01
1.70137e+00	2.54220e-01
1.70190e+00	2.55280e-01
1.70244e+00	2.55210e-01
1.70298e+00	2.53330e-01
1.70351e+00	2.51420e-01
1.70405e+00	2.56980e-01
1.70458e+00	2.56410e-01
1.70512e+00	2.56540e-01
1.70565e+00	2.54590e-01
1.70619e+00	2.54110e-01
1.70673e+00	2.51100e-01
1.70726e+00	2.54540e-01
1.70780e+00	2.56470e-01
1.70833e+00	2.50630e-01
1.70887e+00	2.51120e-01
1.70940e+00	2.54530e-01
1.70994e+00	2.51320e-01
1.71048e+00	2.48880e-01
1.71101e+00	2.53370e-01
1.71155e+00	2.52860e-01
1.71208e+00	2.52220e-01
1.71262e+00	2.51530e-01
1.71315e+00	2.48650e-01
1.71369e+00	2.49460e-01
1.71423e+00	2.52490e-01
1.71476e+00	2.49700e-01
1.71530e+00	2.49890e-01
1.71583e+00	2.50480e-01
1.71637e+00	2.48420e-01
1.71690e+00	2.47750e-01
1.71744e+00	2.48900e-01
1.71798e+00	2.48250e-01
1.71851e+00	2.49410e-01
