        1060     5.0    2.0
     0.200000     0.810542
     0.223361     0.409966
     0.249451     0.241276
     0.278589     0.154127
     0.311129     0.104513
     0.347471    0.0738240
     0.388058    0.0551050
     0.433385    0.0418838
     0.484008    0.0340157
     0.540542    0.0269790
     0.603681    0.0212056
     0.674195    0.0179561
     0.752945    0.0148832
     0.840893    0.0137665
     0.939115    0.0126616
      1.04881    0.0118684
      1.17132    0.0110081
      1.30813    0.0122692
      1.46093    0.0122458
      1.63158    0.0147503
      1.82215    0.0179200
      2.03499    0.0223259
      2.27269    0.0279373
      2.53816    0.0347951
      2.83463    0.0433661
      3.16573    0.0549440
      3.53551    0.0728144
      3.94847    0.0936752
      4.40968     0.123989
      4.92476     0.162670
      5.50000     0.221537
      5.51093     0.222529
      5.52189     0.223541
      5.53287     0.224571
      5.54387     0.225619
      5.55489     0.226682
      5.56593     0.227757
      5.57700     0.228842
      5.58809     0.229945
      5.59920     0.231073
      5.61033     0.232232
      5.62148     0.233432
      5.63266     0.234681
      5.64386     0.235971
      5.65508     0.237295
      5.66632     0.238647
      5.67759     0.240023
      5.68887     0.241417
      5.70018     0.242831
      5.71151     0.244267
      5.72287     0.245727
      5.73425     0.247214
      5.74565     0.248732
      5.75707     0.250280
      5.76852     0.251853
      5.77998     0.253448
      5.79148     0.255063
      5.80299     0.256697
      5.81453     0.258348
      5.82609     0.260015
      5.83767     0.261699
      5.84928     0.263401
      5.86090     0.265123
      5.87256     0.266869
      5.88423     0.268636
      5.89593     0.270418
      5.90765     0.272213
      5.91940     0.274018
      5.93116     0.275834
      5.94296     0.277659
      5.95477     0.279493
      5.96661     0.281335
      5.97847     0.283186
      5.99036     0.285049
      6.00227     0.286928
      6.01420     0.288821
      6.02616     0.290722
      6.03814     0.292630
      6.05014     0.294544
      6.06217     0.296465
      6.07422     0.298392
      6.08630     0.300326
      6.09840     0.302266
      6.11052     0.304215
      6.12267     0.306176
      6.13484     0.308153
      6.14704     0.310145
      6.15926     0.312148
      6.17151     0.314161
      6.18378     0.316182
      6.19607     0.318210
      6.20839     0.320244
      6.22073     0.322285
      6.23310     0.324336
      6.24549     0.326400
      6.25791     0.328483
      6.27035     0.330594
      6.28281     0.332739
      6.29530     0.334908
      6.30782     0.337095
      6.32036     0.339298
      6.33293     0.341515
      6.34552     0.343752
      6.35813     0.346007
      6.37077     0.348276
      6.38344     0.350557
      6.39613     0.352847
      6.40884     0.355146
      6.42159     0.357452
      6.43435     0.359766
      6.44715     0.362090
      6.45996     0.364426
      6.47281     0.366779
      6.48567     0.369155
      6.49857     0.371568
      6.51149     0.374017
      6.52443     0.376491
      6.53741     0.378986
      6.55040     0.381499
      6.56343     0.384032
      6.57647     0.386587
      6.58955     0.389165
      6.60265     0.391764
      6.61578     0.394383
      6.62893     0.397025
      6.64211     0.399692
      6.65531     0.402391
      6.66854     0.405124
      6.68180     0.407886
      6.69509     0.410676
      6.70840     0.413495
      6.72173     0.416347
      6.73510     0.419238
      6.74849     0.422172
      6.76190     0.425144
      6.77535     0.428151
      6.78882     0.431193
      6.80231     0.434276
      6.81584     0.437408
      6.82939     0.440599
      6.84296     0.443841
      6.85657     0.447122
      6.87020     0.450440
      6.88386     0.453793
      6.89754     0.457181
      6.91126     0.460607
      6.92500     0.464070
      6.93877     0.467567
      6.95256     0.471094
      6.96638     0.474654
      6.98023     0.478251
      6.99411     0.481895
      7.00801     0.485592
      7.02195     0.489328
      7.03591     0.493096
      7.04989     0.496892
      7.06391     0.500715
      7.07795     0.504569
      7.09203     0.508464
      7.10613     0.512393
      7.12025     0.516348
      7.13441     0.520326
      7.14859     0.524327
      7.16281     0.528355
      7.17705     0.532422
      7.19131     0.536534
      7.20561     0.540680
      7.21994     0.544851
      7.23429     0.549044
      7.24867     0.553260
      7.26308     0.557505
      7.27752     0.561793
      7.29199     0.566123
      7.30649     0.570484
      7.32101     0.574871
      7.33557     0.579281
      7.35015     0.583720
      7.36477     0.588195
      7.37941     0.592721
      7.39408     0.597293
      7.40878     0.601901
      7.42351     0.606541
      7.43827     0.611214
      7.45305     0.615926
      7.46787     0.620691
      7.48272     0.625528
      7.49760     0.630425
      7.51250     0.635369
      7.52744     0.640354
      7.54240     0.645381
      7.55740     0.650455
      7.57242     0.655588
      7.58748     0.660796
      7.60256     0.666068
      7.61768     0.671392
      7.63282     0.676762
      7.64800     0.682181
      7.66320     0.687654
      7.67844     0.693195
      7.69370     0.698825
      7.70900     0.704529
      7.72432     0.710292
      7.73968     0.716106
      7.75507     0.721972
      7.77048     0.727895
      7.78593     0.733891
      7.80141     0.739984
      7.81692     0.746163
      7.83246     0.752404
      7.84803     0.758697
      7.86364     0.765038
      7.87927     0.771429
      7.89494     0.777883
      7.91063     0.784422
      7.92636     0.791044
      7.94212     0.797726
      7.95791     0.804455
      7.97373     0.811227
      7.98958     0.818043
      8.00546     0.824917
      8.02138     0.831874
      8.03733     0.838933
      8.05331     0.846062
      8.06932     0.853240
      8.08536     0.860455
      8.10143     0.867706
      8.11754     0.874999
      8.13368     0.882352
      8.14985     0.889794
      8.16605     0.897312
      8.18229     0.904877
      8.19855     0.912475
      8.21485     0.920102
      8.23118     0.927760
      8.24755     0.935463
      8.26395     0.943242
      8.28037     0.951121
      8.29684     0.959062
      8.31333     0.967039
      8.32986     0.975039
      8.34642     0.983060
      8.36301     0.991109
      8.37964     0.999202
      8.39630      1.00738
      8.41299      1.01563
      8.42972      1.02393
      8.44648      1.03226
      8.46327      1.04059
      8.48009      1.04894
      8.49695      1.05730
      8.51385      1.06572
